Date,Adj Close,Close,High,Low,Open,Volume,Returns,Log_Returns,Volatility,Cumulative_Returns,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,BB_Middle,BB_Upper,BB_Lower,BB_Bandwidth,BB_Percent_B,RSI,Williams_R,CCI,MACD_MACD,MACD_Signal,MACD_Histogram,Stoch_K,Stoch_D,ATR,Keltner_Middle,Keltner_Upper,Keltner_Lower,OBV,Volume_SMA
2025-01-15,27.959999084472656,27.959999084472656,27.979999542236328,27.469999313354492,27.690000534057617,19890700,,,,,,,,27.959999084472656,27.959999084472656,,,,,,,,,0.0,0.0,0.0,,,,27.959999084472656,,,0,
2025-01-16,28.040000915527344,28.040000915527344,28.200000762939453,27.8799991607666,27.979999542236328,20900100,0.0028612959110974057,0.0028572101957236107,,1.0028612959110974,,,,28.003333409627277,28.00153849675105,,,,,,,,,0.0017949128762282385,0.0009971738201267992,0.0007977390561014392,,,,28.00200004577637,,,20900100,
2025-01-17,27.610000610351562,27.610000610351562,27.760000228881836,27.440000534057617,27.5,18974600,-0.015335245760911054,-0.015454046768909673,,0.987482171474195,,,,27.849815527230984,27.860862735693768,,,,,,,,,-0.011047208462784397,-0.003939048426967953,-0.007108160035816444,,,,27.858060203126627,,,1925500,
2025-01-21,28.040000915527344,28.040000915527344,28.06999969482422,27.850000381469727,27.940000534057617,15214400,0.015574078075701436,0.015454046768909557,,1.0028612959110974,,,,27.909849621783728,27.910941942512085,,,,,,,,,-0.001092320728357521,-0.0029747097756771565,0.0018823890473196356,,,,27.910583673748295,,,17139900,
2025-01-22,28.049999237060547,28.049999237060547,28.15999984741211,27.81999969482422,27.959999084472656,21195100,0.0003565735095132361,0.0003565099522874926,,1.0032188896829355,,,,27.947927771362984,27.943189902673442,,,,,,,,,0.0047378686895420685,-0.0006803920504215568,0.005418260739963625,,,,27.94430711211284,,,38335000,
2025-01-23,27.770000457763672,27.770000457763672,27.780000686645508,27.40999984741211,27.520000457763672,23481100,-0.009982131440735675,-0.010032286966621637,,0.9932046268622915,,,,27.90468207343716,27.908501438167477,,,,,,,,,-0.0038193647303153,-0.0015312281701776456,-0.0022881365601376547,,,,27.907536369920436,,,14853900,
2025-01-24,27.90999984741211,27.90999984741211,28.079999923706055,27.809999465942383,27.940000534057617,13750100,0.00504138953333344,0.005028724278274428,,0.9982117582726134,,,,27.9058687160942,27.908767922484085,,,,,,,,,-0.002899206389884057,-0.001877426963247286,-0.001021779426636771,,,,27.908002152538582,,,28604000,
2025-01-27,27.459999084472656,27.459999084472656,27.739999771118164,27.049999237060547,27.5,22691500,-0.016123280738074897,-0.016254675081664408,,0.9821173098579368,,,,27.812822596210736,27.836460142939984,,,,,,,,,-0.02363754672924756,-0.0071067929421600486,-0.016530753787087512,,,,27.830562571102046,,,5912500,
2025-01-28,27.6299991607666,27.6299991607666,27.760000228881836,27.389999389648438,27.530000686645508,15636500,0.006190826000066041,0.006171741561906741,,0.9881974272349202,,,,27.776653613450083,27.805858092956946,,,,,,,,,-0.02920447950686267,-0.012211468165794707,-0.01699301134106796,,,,27.798391219376978,,,21549000,
2025-01-29,28.0,28.0,28.209999084472656,27.850000381469727,28.059999465942383,28857800,0.013391272185009129,0.013302401613871232,,1.0014306479555488,,,,27.81897766689897,27.8326477866063,,,,,,,,,-0.013670119707331452,-0.01253829078570472,-0.0011318289216267312,,,,27.828751754832155,,,50406800,
2025-01-30,28.719999313354492,28.719999313354492,28.899999618530273,28.530000686645508,28.649999618530273,38787700,0.02571426119123177,0.02538921009654936,,1.0271816972019823,,,,27.983842903033953,27.947737560738908,,,,,,,,,0.03610534229504481,-0.0018953418142466298,0.03800068410929144,,,,27.955926386721618,,,89194500,
2025-01-31,28.510000228881836,28.510000228881836,28.850000381469727,28.389999389648438,28.770000457763672,26107000,-0.007311946013000337,-0.007338809319048007,,1.0196710000864992,,,,28.077391948269092,28.016820388762262,,,,,,,,,0.060571559506829686,0.011519928828832876,0.04905163067799681,,,,28.031406843818612,,,63087500,
2025-02-03,28.670000076293945,28.670000076293945,28.850000381469727,28.200000762939453,28.549999237060547,31728900,0.005612060544637254,0.005596371603680323,,1.0253934554745956,,,,28.180291232170624,28.093340271340256,,,,,,,,,0.08695096083036802,0.027483755903775116,0.0594672049265929,,,,28.114975727964328,,,94816400,
2025-02-04,29.219999313354492,29.219999313354492,29.479999542236328,29.020000457763672,29.110000610351562,41977300,0.019183789173245147,0.019002100267005564,,1.0450643873440455,,,,28.357320322380268,28.21987748986466,,,,,,70.99358493766799,-10.699596552644387,,0.13744283251560674,0.05048727677316889,0.08695555574243785,89.30040344735562,,0.5578572409493583,28.254609002004397,,,136793700,
2025-02-05,29.350000381469727,29.350000381469727,29.6299991607666,29.309999465942383,29.360000610351562,34873700,0.004449044187890161,0.004439176447978981,,1.0497139249825296,,,,28.523611226367308,28.342129103890585,,,,,,72.37092819614836,-10.852666185147372,,0.1814821224767229,0.07764165568536763,0.10384046679135528,89.14733381485263,,0.5507143565586635,28.388847081107595,,,171667400,
2025-02-06,29.3799991607666,29.3799991607666,29.40999984741211,28.90999984741211,29.239999771118164,17723200,0.0010221049031335916,0.0010215829095749245,,1.0507868427321418,,,,28.665136084764473,28.45069883773882,,,,,,72.69315451440033,-9.689922767163736,,0.21443724702565348,0.10579316859755765,0.10864407842809583,90.31007723283626,89.58593816501484,0.5635713849748883,28.50708185075829,,,189390600,
