Date,Adj Close,Close,High,Low,Open,Volume
2026-02-03,4.831221103668213,4.831221103668213,4.8960652351379395,4.832748889923096,4.832888126373291,0
2026-02-04,4.871271133422852,4.871271133422852,4.885598182678223,4.843729019165039,4.872345924377441,0
2026-02-05,4.852227210998535,4.852227210998535,4.855974197387695,4.818859100341797,4.852217197418213,0
2026-02-06,4.79833984375,4.79833984375,4.869433879852295,4.786340236663818,4.798112869262695,0
2026-02-09,4.88144588470459,4.88144588470459,4.9204421043396,4.867082118988037,4.881063938140869,0
2026-02-10,4.902956008911133,4.902956008911133,4.908524036407471,4.88645076751709,4.90382194519043,0
2026-02-11,4.888524055480957,4.888524055480957,4.930437088012695,4.887866973876953,4.888317108154297,0
2026-02-12,4.92487096786499,4.92487096786499,4.940018177032471,4.898128032684326,4.924810886383057,0
2026-02-13,4.8903422355651855,4.8903422355651855,4.896518230438232,4.861810207366943,4.8903422355651855,0
2026-02-16,4.883955955505371,4.883955955505371,4.902159214019775,4.882471084594727,4.884681224822998,0
2026-02-17,4.885336875915527,4.885336875915527,4.888445854187012,4.855425834655762,4.885707855224609,0
2026-02-18,4.892660140991211,4.892660140991211,4.894431114196777,4.871694087982178,4.892037868499756,0
2026-02-19,4.865371227264404,4.865371227264404,4.890899181365967,4.854701042175293,4.865200996398926,0
2026-02-20,4.87428617477417,4.87428617477417,4.897738933563232,4.846343040466309,4.873940944671631,0
2026-02-23,4.9122161865234375,4.9122161865234375,4.912900924682617,4.869863986968994,4.912900924682617,0
2026-02-24,4.877358913421631,4.877358913421631,4.88630485534668,4.854561805725098,4.876944065093994,0
2026-02-25,4.859192848205566,4.859192848205566,4.898220062255859,4.85761022567749,4.858476161956787,0
2026-02-26,4.890870094299316,4.890870094299316,4.90146017074585,4.837611198425293,4.890851020812988,0
2026-02-27,4.858133792877197,4.858133792877197,4.883922100067139,4.849514007568359,4.859775066375732,0
2026-03-02,4.840176105499268,4.840176105499268,4.880596160888672,4.831836223602295,4.840065956115723,0
2026-03-03,4.88897180557251,4.88897180557251,4.9013261795043945,4.77947998046875,4.8871941566467285,0
2026-03-04,4.858112812042236,4.858112812042236,4.8822197914123535,4.821372032165527,4.856664180755615,0
2026-03-05,4.880317211151123,4.880317211151123,4.889283180236816,4.817854881286621,4.878929138183594,0
2026-03-06,4.836175918579102,4.836175918579102,4.860350131988525,4.812626838684082,4.834383010864258,0
2026-03-09,4.804964065551758,4.804964065551758,4.871356964111328,4.797757148742676,4.805791854858398,0
2026-03-10,4.8847551345825195,4.8847551345825195,4.943024158477783,4.874880790710449,4.884280204772949,0
2026-03-11,4.894968032836914,4.894968032836914,4.93963098526001,4.894279956817627,4.89689302444458,0
2026-03-12,4.893866062164307,4.893866062164307,4.915674209594727,4.856276988983154,4.894350051879883,0
2026-03-13,4.861876010894775,4.861876010894775,4.87142276763916,4.810256004333496,4.859918117523193,0
2026-03-16,4.831333160400391,4.831333160400391,4.914025783538818,4.825374126434326,4.830656051635742,0
2026-03-17,4.916252136230469,4.916252136230469,4.950646877288818,4.903975009918213,4.915555953979492,0
2026-03-18,4.895401954650879,4.895401954650879,4.90507698059082,4.852856159210205,4.895470142364502,0
2026-03-19,4.829995155334473,4.829995155334473,4.852982997894287,4.811266899108887,4.8305439949035645,0
2026-03-20,4.886748790740967,4.886748790740967,4.8962531089782715,4.84942102432251,4.8848490715026855,0
2026-03-23,4.825257778167725,4.825257778167725,4.861821174621582,4.759326934814453,4.827361106872559,0
2026-03-24,4.819406032562256,4.819406032562256,4.824977874755859,4.781084060668945,4.82143497467041,0
2026-03-25,4.822364807128906,4.822364807128906,4.826809883117676,4.787527084350586,4.820365905761719,0
2026-03-26,4.791432857513428,4.791432857513428,4.80050802230835,4.762380123138428,4.7913641929626465,0
2026-03-27,4.7587080001831055,4.7587080001831055,4.776675224304199,4.749275207519531,4.7587080001831055,0
2026-03-30,4.734446048736572,4.734446048736572,4.750861167907715,4.723491191864014,4.733719825744629,0
2026-03-31,4.730909824371338,4.730909824371338,4.76067590713501,4.717217922210693,4.7310590744018555,0
2026-04-01,4.7708210945129395,4.7708210945129395,4.7915191650390625,4.751373767852783,4.768510818481445,0
2026-04-02,4.756343841552734,4.756343841552734,4.7686309814453125,4.7136101722717285,4.756585121154785,0
2026-04-03,4.758354187011719,4.758354187011719,4.7618088722229,4.743764877319336,4.758739948272705,0
2026-04-06,4.738566875457764,4.738566875457764,4.773701190948486,4.7388081550598145,4.7388081550598145,0
2026-04-07,4.760074138641357,4.760074138641357,4.783164024353027,4.748030185699463,4.7595930099487305,0
2026-04-08,4.852075099945068,4.852075099945068,4.855812072753906,4.813619136810303,4.85296106338501,0
2026-04-09,4.8070969581604,4.8070969581604,4.842822074890137,4.797400951385498,4.805902004241943,0
2026-04-10,4.833352088928223,4.833352088928223,4.845716953277588,4.8188700675964355,4.832531929016113,0
2026-04-13,4.7922282218933105,4.7922282218933105,4.82677698135376,4.791069030761719,4.792911052703857,0
2026-04-14,4.848897933959961,4.848897933959961,4.881580829620361,4.834383964538574,4.848590850830078,0
2026-04-15,4.858231067657471,4.858231067657471,4.885622024536133,4.854549884796143,4.858707904815674,0
2026-04-16,4.892221927642822,4.892221927642822,4.906236171722412,4.88421106338501,4.8928351402282715,0
2026-04-17,4.883055210113525,4.883055210113525,4.92558479309082,4.880463123321533,4.882815837860107,0
2026-04-20,4.863623142242432,4.863623142242432,4.892405033111572,4.86314582824707,4.863282203674316,0
2026-04-21,4.890904903411865,4.890904903411865,4.896427154541016,4.8705549240112305,4.891654968261719,0
2026-04-22,4.881237030029297,4.881237030029297,4.893706798553467,4.874757766723633,4.882322788238525,0
2026-04-23,4.884558200836182,4.884558200836182,4.890221118927002,4.867822170257568,4.883705139160156,0
2026-04-24,4.86642599105835,4.86642599105835,4.890265941619873,4.856460094451904,4.866766929626465,0
2026-04-27,4.883088111877441,4.883088111877441,4.921233177185059,4.882883071899414,4.882917881011963,0
2026-04-28,4.905900001525879,4.905900001525879,4.909004211425781,4.879427909851074,4.906957149505615,0
2026-04-29,4.91379976272583,4.91379976272583,4.915544033050537,4.869288921356201,4.914791107177734,0
2026-04-30,4.873085975646973,4.873085975646973,4.916093826293945,4.861632823944092,4.873770236968994,0
2026-05-01,4.91647481918335,4.91647481918335,4.934157848358154,4.905313014984131,4.9153151512146,0
2026-05-04,4.922968864440918,4.922968864440918,4.927064895629883,4.890503883361816,4.922354221343994,0
2026-05-05,4.89539098739624,4.89539098739624,4.9157562255859375,4.873871803283691,4.895129203796387,0
2026-05-06,4.920466899871826,4.920466899871826,4.9702301025390625,4.9197211265563965,4.9197211265563965,0
2026-05-07,4.927452087402344,4.927452087402344,4.947408199310303,4.9259538650512695,4.927775859832764,0
2026-05-08,4.902581214904785,4.902581214904785,4.931970119476318,4.89762020111084,4.902687072753906,0
2026-05-11,4.919516086578369,4.919516086578369,4.937201023101807,4.913701057434082,4.919549942016602,0
2026-05-12,4.923464775085449,4.923464775085449,4.921507835388184,4.898745059967041,4.920148849487305,0
2026-05-13,4.915946960449219,4.915946960449219,4.937997817993164,4.911294937133789,4.916184902191162,0
2026-05-14,4.9197001457214355,4.9197001457214355,4.929500102996826,4.913899898529053,4.929200172424316,0
