trade_date,Open,High,Low,Close,Adj Close,Prev Close,Volume,Returns,Log_Returns,Volatility,Cumulative_Returns,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,BB_Middle,BB_Upper,BB_Lower,BB_Bandwidth,BB_Percent_B,RSI,Williams_R,CCI,MACD_MACD,MACD_Signal,MACD_Histogram,Stoch_K,Stoch_D,ATR,Keltner_Middle,Keltner_Upper,Keltner_Lower,OBV,Volume_SMA
2025-09-09,1.131,1.131,1.111,1.113,1.113,1.134,561227.13,-0.01851851851851849,-0.01869213301215252,0.38491097157850507,1.0943952802359869,1.21435,1.17932,,1.180895557504175,1.194287907852996,1.21435,1.3269223626922044,1.1017776373077957,0.18540348777898363,0.04984510595592875,36.433201379161204,-93.12169312169317,-157.14598380389572,-0.013392350348820914,0.006453403432834225,-0.019845753781655137,6.878306878306832,12.522045855379153,0.04014285714285715,1.1935695954591585,1.2652695954591586,1.1218695954591584,1311258.399999999,810701.524
2025-09-10,1.12,1.131,1.112,1.121,1.121,1.113,469196.05,0.007187780772686336,0.007162071796614984,0.3848311235145737,1.1022615535889857,1.20905,1.1796,,1.1716808169281323,1.188840859088332,1.20905,1.3288629682814885,1.0892370317185114,0.1981935706240248,0.1325522968718407,38.10700641996022,-88.88888888888893,-127.66992653140659,-0.017160042160199618,0.001730713995918819,-0.018890756156118436,11.111111111111072,11.992945326278601,0.04021428571428571,1.186654004267513,1.2579540042675132,1.115354004267513,1780454.449999999,794135.7729999999
2025-09-11,1.115,1.143,1.113,1.143,1.143,1.121,690713.04,0.019625334522747506,0.019435240722650706,0.38652109541399793,1.123893805309733,1.2063000000000001,1.1802599999999999,,1.1672683675818234,1.185434635364581,1.2063000000000001,1.3296533222303442,1.0829466777696561,0.2045151657636475,0.2434199628535469,42.58436694955491,-77.24867724867727,-95.79511719615415,-0.01816626778275765,-0.0022486825743851116,-0.01591758520837254,22.751322751322732,13.580246913580211,0.0397142857142857,1.182494193681511,1.253094193681511,1.111894193681511,2471167.4899999993,768541.373
2025-09-12,1.143,1.152,1.137,1.142,1.142,1.143,610553.0,-0.0008748906386703004,-0.0008752735788552639,0.38518421478106296,1.1229105211406079,1.2031,1.181,,1.1633809145080571,1.1822079535156373,1.2031,1.3297622529240238,1.0764377470759763,0.21055980870089563,0.25880738503581663,42.434102032310605,-77.77777777777786,-72.85963165754117,-0.018827039007580204,-0.005564354004048649,-0.013262685003531555,22.222222222222143,18.694885361551982,0.03807142857142855,1.1786356850201491,1.2491356850201492,1.1081356850201491,1860614.4899999993,757311.964
2025-09-15,1.138,1.142,1.131,1.135,1.135,1.142,536445.0,-0.0061295971978982955,-0.006148460300452348,0.3723460087085311,1.1160275319567339,1.1981000000000002,1.18156,,1.159014608651839,1.178701709425022,1.1981000000000002,1.3273291314721745,1.0688708685278259,0.21572344791281908,0.25586000121966734,41.334580697126334,-81.48148148148151,-73.16109662637288,-0.01968710077318314,-0.008388903455347166,-0.011298197317835976,18.518518518518494,21.164021164021122,0.0376428571428571,1.1744780348574104,1.2431780348574104,1.1057780348574104,1324169.4899999993,735674.3095000001
2025-09-16,1.135,1.135,1.115,1.13,1.13,1.135,485996.02,-0.00440528634361248,-0.004415018209116943,0.3695433918749902,1.1111111111111094,1.1938499999999999,1.1819,,1.1545508129160877,1.175085237562046,1.1938499999999999,1.32628989699403,1.0614101030059697,0.22187024667090532,0.2589472604207852,40.52681069658896,-84.12698412698421,-74.82514199877942,-0.020534424645958227,-0.010818007760529625,-0.009716416885428602,15.873015873015783,18.871252204585474,0.03657142857142854,1.1702403064585953,1.2383403064585954,1.1021403064585953,838173.4699999993,720255.057
2025-09-17,1.127,1.139,1.126,1.136,1.136,1.13,561450.09,0.005309734513274433,0.005295687574710503,0.3668740456858532,1.1170108161258587,1.1892,1.18252,,1.1516968364022315,1.1721833943334699,1.1892,1.3229674336891806,1.0554325663108195,0.22497045692764975,0.3011474148348594,41.99178370970512,-80.95238095238103,-60.408088571690065,-0.020486557931238325,-0.012751717837378489,-0.007734840093859836,19.047619047618962,17.813051146384414,0.03414285714285713,1.1669781234056527,1.2339781234056526,1.0999781234056527,1399623.5599999991,709114.511
2025-09-18,1.132,1.152,1.118,1.127,1.127,1.136,576888.01,-0.007922535211267512,-0.007954085241320264,0.36705351555346316,1.108161258603735,1.1844999999999999,1.18304,,1.14789731714369,1.1688293695699883,1.1844999999999999,1.3201551355071877,1.0488448644928121,0.22905046096612544,0.2880655244454302,40.384832737168786,-85.71428571428574,-56.2933992413337,-0.020932052426298364,-0.014387784784069265,-0.006544267642229099,14.285714285714251,16.40211640211633,0.03399999999999997,1.1631694139038558,1.2317694139038557,1.0945694139038558,822735.5499999991,695274.8099999999
2025-09-19,1.131,1.159,1.127,1.141,1.141,1.127,565446.0,0.012422360248447228,0.012345835822299362,0.36179936534556006,1.1219272369714832,1.1793,1.1836399999999998,,1.146836190019457,1.1667638825178845,1.1793,1.3131516067575535,1.0454483932424465,0.22700179217765365,0.3569311160030634,43.97636519749318,-76.96629213483149,-41.338218422708174,-0.01992769249842752,-0.015495766342601986,-0.004431926155825532,23.033707865168505,18.789013732833904,0.03371428571428568,1.1610574043927213,1.2291574043927214,1.0929574043927213,1388181.549999999,680428.8555
2025-09-22,1.141,1.146,1.131,1.145,1.145,1.141,1058314.1,0.0035056967572304476,0.0034995661262643323,0.3448067452155625,1.1258603736479826,1.17265,1.18434,,1.1465536989296552,1.165148809178932,1.17265,1.2988516348213393,1.0464483651786607,0.21524177686665125,0.3904530831191553,44.995975315435885,-74.13793103448279,-39.00497512437808,-0.018595110249276736,-0.016115635130946302,-0.002479475118330434,25.86206896551721,21.06049703879999,0.03121428571428567,1.1595277105134323,1.2253277105134321,1.0937277105134324,2446495.6499999994,690521.3570000001
2025-09-23,1.148,1.152,1.115,1.136,1.136,1.145,812562.0,-0.007860262008733687,-0.007891316707243428,0.34472044922168205,1.1170108161258587,1.1661,1.1850200000000002,,1.1449300513959828,1.162986000264755,1.1661,1.285074389106049,1.0471256108939508,0.20405520814003786,0.3735021872095092,43.09550106310338,-38.98305084745789,-42.75319045407312,-0.018055948868772154,-0.016503697882021988,-0.0015522509867501658,61.01694915254211,36.63757532774261,0.025642857142857096,1.1572864230261881,1.225086423026188,1.0894864230261883,1633933.6499999994,700492.655
2025-09-24,1.132,1.148,1.125,1.147,1.147,1.136,738282.03,0.009683098591549477,0.00963651784827421,0.34502122942564073,1.1278269419862326,1.1612500000000001,1.18602,,1.145248505283695,1.1618000050094042,1.1612500000000001,1.2746303566018276,1.0478696433981727,0.1952729500139116,0.4371584266133345,46.09240705305345,-21.05263157894741,-31.31046613896232,-0.01655149972570924,-0.016513258250828628,-3.8241474880611886e-05,78.94736842105259,55.27546217970397,0.022785714285714236,1.1563065448870993,1.2229065448870993,1.0897065448870993,2372215.6799999997,701475.9055000001
2025-09-25,1.146,1.152,1.138,1.146,1.146,1.147,599016.0,-0.0008718395815171531,-0.0008722198546859691,0.33847044457908415,1.1268436578171075,1.1554499999999999,1.18626,,1.1453641199341762,1.1606279440957175,1.1554499999999999,1.2585298872617463,1.0523701127382534,0.17842379551126653,0.454161765932068,45.855970616743214,-27.083333333333563,-18.338058114812256,-0.015263824161541262,-0.01626337143152441,0.0009995472699831469,72.91666666666644,70.96032808008705,0.0221428571428571,1.155324770835679,1.218624770835679,1.0920247708356792,1773199.6799999997,689411.704
2025-09-26,1.155,1.167,1.137,1.15,1.15,1.146,652606.01,0.003490401396160525,0.0034843240826108427,0.3276531978573739,1.130776794493607,1.1486,1.18618,,1.146077332663014,1.1598396364031416,1.1486,1.23100694911934,1.06619305088066,0.14349111809044052,0.5084944292621026,47.02651592459901,-30.357142857143053,4.495825305073904,-0.013762303740127546,-0.015763157890928206,0.00200085415080066,69.64285714285694,73.83563074352533,0.022571428571428527,1.154817557090557,1.217517557090557,1.092117557090557,2425805.6899999995,683164.754
2025-09-29,1.151,1.162,1.136,1.16,1.16,1.15,584280.04,0.008695652173912993,0.008658062743114531,0.33101928445197637,1.1406096361848557,1.14285,1.1862599999999999,,1.1482192825285715,1.159851529892333,1.14285,1.2004302414941606,1.0852697585058393,0.10076605240260864,0.6489226126442976,49.94025704513285,-12.727272727272954,33.4364949329457,-0.011632247363761561,-0.014936975782433585,0.003304728418672024,87.27272727272705,76.61075036075015,0.02278571428571425,1.1553112047216885,1.2170112047216883,1.0936112047216886,3010085.7299999995,676656.5515000001
2025-09-30,1.16,1.204,1.159,1.203,1.203,1.16,878632.06,0.03706896551724159,0.03639843187426875,0.3573549554785568,1.1828908554572255,1.14045,1.18708,,1.156647088693893,1.1630513758773893,1.14045,1.1803312711617022,1.1005687288382977,0.06993953467789427,1.284202686849993,60.10253122371457,-1.0989010989009782,228.79217912330478,-0.006404287183496171,-0.013230438057587453,0.006826150874091282,98.90109890109903,85.27222777222768,0.02464285714285711,1.1598536744383627,1.2210536744383627,1.0986536744383628,3888717.7899999996,683280.551
2025-10-09,1.202,1.211,1.185,1.208,1.208,1.203,801301.02,0.004156275976724855,0.00414766252008138,0.2489901074040031,1.1878072763028498,1.1427,1.18848,,1.1645475393454465,1.1663844364708627,1.1427,1.1919217324702003,1.0934782675297998,0.08614987743099715,1.1633248843844919,61.09161200425287,-3.125000000000116,284.84565014031773,-0.001836897125416126,-0.010951729865749408,0.009114832740333282,96.87499999999989,94.34960872460867,0.024357142857142824,1.164439659626445,1.216739659626445,1.112139659626445,4690018.81,670550.0480000001
2025-10-10,1.205,1.216,1.197,1.202,1.202,1.208,704336.17,-0.004966887417218513,-0.004979263399607338,0.18658681608797736,1.1819075712881006,1.1471500000000001,1.18934,,1.1703094580714102,1.1690252181202194,1.1471500000000001,1.2009460084608086,1.0933539915391917,0.09379071343905931,1.0097961872018744,59.195173998511734,-13.861386138613877,228.03703003967598,0.0012842399511907576,-0.008504535897718712,0.00978877584890947,86.13861386138612,93.97157092082834,0.02464285714285711,1.1680172731087994,1.2159172731087993,1.1201172731087996,3985682.6399999997,663962.981
2025-10-13,1.188,1.218,1.168,1.217,1.217,1.202,589869.0,0.01247920133111502,0.012401977892374492,0.18791029447280955,1.1966568338249741,1.1518,1.19048,,1.177492620163697,1.1725821379718397,1.1518,1.2127697077503041,1.0908302922496957,0.10586856702605348,1.0346917543628447,62.34244323610103,-0.9708737864076602,168.03608828741739,0.004910482191857302,-0.005821532275731489,0.01073201446758879,99.02912621359235,94.01424669165947,0.027428571428571406,1.172682811756907,1.223282811756907,1.122082811756907,4575551.64,655354.4965000001
2025-10-14,1.215,1.232,1.198,1.202,1.202,1.217,715091.0,-0.012325390304026351,-0.012401977892374343,0.1955908803126767,1.1819075712881009,1.1552000000000002,1.19086,,1.1812629870898437,1.174763073953001,1.1552000000000002,1.219484237242845,1.0909157627571555,0.11129542458941256,0.8640083635371196,57.561240140352915,-25.641025641025667,159.03614457831276,0.006499913136842617,-0.0033572431902246075,0.009857156327067225,74.35897435897434,86.5089048113176,0.028428571428571407,1.175475204906608,1.2270752049066078,1.123875204906608,3860460.6399999997,659610.1885
